AdvancedStats,,,,,,,,,,,,,,,,,
player_id,situation,season,I_F_xGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_savedShotsOnGoal,I_F_faceOffsWon,I_F_hits,I_F_takeaways
8475233,4on5,2021,0.47,0.47,1,0,5,1,0,6,1,0,0,5,0,12,0
8475233,5on4,2021,0.02,0.02,0,0,0,1,0,1,0,0,0,0,0,1,0
8475233,all,2020,3.78,3.3,0,5,69,23,32,124,6,1,1,68,0,132,7
8475233,5on5,2020,2.61,2.22,0,4,63,22,29,114,4,0,1,63,0,127,6
8475233,4on5,2020,0.17,0.16,0,1,4,0,1,5,1,0,0,4,0,3,1
8475233,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475233,all,2019,2.53,2.48,5,6,97,38,58,193,11,0,4,97,0,129,18
8475233,5on5,2019,2.37,2.33,4,4,92,37,49,178,8,0,4,92,0,117,16
8475233,4on5,2019,0.06,0.06,0,0,2,0,2,4,0,0,0,2,0,9,1
8475233,5on4,2019,0.01,0.01,0,1,1,0,5,6,1,0,0,1,0,0,1
8475233,all,2018,6.71,6.25,7,9,124,49,61,234,24,8,8,116,0,122,17
8475233,5on5,2018,5.76,5.68,7,8,112,47,59,218,22,7,8,105,0,110,14
8475233,4on5,2018,0.18,0.18,0,0,8,0,0,8,0,0,0,8,0,8,3
8475233,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8475233,all,2017,5.37,5.23,8,4,145,44,82,271,16,4,11,141,0,144,24
8475233,5on5,2017,5.02,4.88,8,2,133,43,82,258,14,4,11,129,0,119,15
8475233,4on5,2017,0.28,0.28,0,1,9,0,0,9,1,0,0,9,0,21,9
8475233,5on4,2017,0.02,0.02,0,0,2,0,0,2,0,0,0,2,0,0,0
8475231,all,2021,9.78,9.71,4,2,91,37,19,147,16,10,8,81,534,138,33
8475231,5on5,2021,8.8,8.73,3,2,78,35,17,130,14,9,8,69,438,136,25
8475231,4on5,2021,0.92,0.92,0,0,11,2,2,15,1,1,0,10,71,2,8
8475231,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
8475231,all,2020,7.43,7.44,5,2,72,19,21,112,14,7,4,65,342,112,12
8475231,5on5,2020,6.65,6.66,5,2,68,16,20,104,14,7,4,61,271,107,9
8475231,4on5,2020,0.38,0.38,0,0,3,2,0,5,0,0,0,3,51,4,3
8475231,5on4,2020,0.03,0.03,0,0,0,1,0,1,0,0,0,0,12,1,0
8475231,all,2019,8.35,8.31,4,1,67,21,25,113,15,10,5,57,367,133,38
8475231,5on5,2019,6.39,6.37,2,1,56,17,24,97,10,7,5,49,290,132,29
8475231,4on5,2019,1.15,1.14,2,0,10,3,1,14,5,3,0,7,62,1,9
8475231,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
8475231,all,2018,14.22,14.11,10,3,112,28,31,171,34,21,7,91,498,129,44
8475231,5on5,2018,11.11,11.03,7,3,101,26,28,155,26,16,7,85,399,125,32
8475231,4on5,2018,0.73,0.73,1,0,7,0,1,8,2,1,0,6,74,2,9
8475231,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
8475231,all,2017,7.61,7.43,4,6,74,17,32,123,17,7,6,67,473,128,33
8475231,5on5,2017,6,5.82,3,5,62,16,26,104,13,5,6,57,366,119,25
8475231,4on5,2017,0.69,0.69,0,0,9,1,4,14,1,1,0,8,85,8,7
8475231,5on4,2017,0.37,0.37,0,0,1,0,0,1,0,0,0,1,4,0,1
8475227,all,2021,2.72,2.5,12,11,76,24,48,148,27,4,3,72,0,44,13
8475227,5on5,2021,1.56,1.51,5,5,57,17,32,106,14,4,2,53,0,41,8
8475227,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475227,5on4,2021,0.92,0.76,6,6,17,5,12,34,12,0,1,17,0,3,3
8475227,all,2018,1.31,1.21,3,2,27,16,23,66,7,2,0,25,0,35,3
8475227,5on5,2018,1,0.93,3,1,23,12,15,50,5,1,0,22,0,34,3
8475227,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475227,5on4,2018,0.23,0.21,0,1,3,2,5,10,1,0,0,3,0,1,0
8475227,all,2017,1.58,1.52,0,5,24,8,13,45,8,3,3,21,0,17,0
8475227,5on5,2017,0.59,0.57,0,5,17,7,8,32,6,1,1,16,0,16,0
8475227,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475227,5on4,2017,0.97,0.93,0,0,6,1,4,11,2,2,1,4,0,1,0
8475225,all,2021,15.73,15.36,14,6,187,61,70,318,36,16,21,171,4,95,21
8475225,5on5,2021,13.29,12.97,11,5,158,53,56,267,32,16,17,142,3,94,21
8475225,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475225,5on4,2021,1.69,1.65,3,1,25,6,13,44,4,0,3,25,0,0,0
8475225,all,2020,11.4,11.19,9,10,132,55,49,236,32,13,10,119,10,66,24
8475225,5on5,2020,8.93,8.81,9,8,114,44,44,202,25,8,10,106,9,63,23
8475225,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475225,5on4,2020,1.89,1.81,0,2,12,7,3,22,6,4,0,8,1,1,0
8475225,all,2019,17.93,17.42,5,8,184,66,30,280,31,18,24,166,14,59,26
8475225,5on5,2019,12.63,12.4,5,6,147,43,20,210,25,14,17,133,13,57,22
8475225,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475225,5on4,2019,4.58,4.39,0,2,30,21,9,60,6,4,5,26,1,2,0
8475225,all,2018,18.27,17.74,13,4,205,71,61,337,38,21,19,184,26,77,43
8475225,5on5,2018,13.93,13.6,9,4,163,52,45,260,30,17,14,146,19,71,42
8475225,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475225,5on4,2018,3.71,3.52,4,0,35,16,13,64,8,4,4,31,5,4,1
8475225,all,2017,25.69,24.94,16,10,229,90,53,372,51,25,14,204,40,60,61
8475225,5on5,2017,17.57,17.21,11,9,180,66,46,292,35,15,13,165,38,59,58
8475225,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475225,5on4,2017,5.7,5.34,4,1,31,18,4,53,14,9,1,22,2,1,1
8475224,all,2019,0.32,0.31,0,0,2,0,0,2,0,0,0,2,4,6,0
8475224,5on5,2019,0.32,0.31,0,0,2,0,0,2,0,0,0,2,4,6,0
8475224,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475224,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475224,all,2017,1.17,1.13,2,1,19,2,2,23,3,0,4,19,28,9,3
8475224,5on5,2017,0.95,0.91,1,1,16,1,2,19,2,0,2,16,23,9,3
8475224,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475224,5on4,2017,0.05,0.05,1,0,3,0,0,3,1,0,2,3,4,0,0
8475222,all,2020,1.58,1.51,4,0,55,14,33,102,6,2,4,53,0,27,8
8475222,5on5,2020,1.44,1.38,4,0,52,13,31,96,6,2,3,50,0,25,8
8475222,4on5,2020,0.02,0.02,0,0,1,0,0,1,0,0,0,1,0,2,0
8475222,5on4,2020,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
8475222,all,2019,3.36,3.25,5,13,95,37,68,200,23,5,4,90,0,50,14
8475222,5on5,2019,1.7,1.64,0,6,56,22,50,128,9,3,1,53,0,45,11
8475222,4on5,2019,0.15,0.15,0,1,5,0,0,5,1,0,0,5,0,3,1
8475222,5on4,2019,1.17,1.13,3,3,30,13,16,59,8,2,3,28,0,1,2
8475222,all,2018,3.89,3.81,9,4,107,30,67,204,17,4,5,103,0,68,16
8475222,5on5,2018,2.38,2.34,8,3,75,23,54,152,12,1,4,74,0,59,11
8475222,4on5,2018,0,0,0,0,3,0,0,3,0,0,0,3,0,7,2
8475222,5on4,2018,0.99,0.98,1,0,21,7,9,37,4,3,1,18,0,0,2
8475222,all,2017,5.73,5.57,14,14,145,56,94,295,32,4,7,141,0,92,18
8475222,5on5,2017,2.94,2.82,6,7,92,34,66,192,15,2,4,90,0,76,17
8475222,4on5,2017,0.02,0.02,1,0,5,1,0,6,1,0,0,5,0,9,1
8475222,5on4,2017,1.58,1.55,6,6,41,14,23,78,13,1,3,40,0,0,0
8475220,all,2021,17.67,17.38,15,4,99,35,29,163,42,23,9,76,12,238,28
8475220,5on5,2021,10.53,10.3,12,3,78,30,21,129,29,14,8,64,7,224,21
8475220,4on5,2021,0.17,0.17,0,0,5,0,0,5,0,0,0,5,5,7,6
8475220,5on4,2021,3.41,3.39,1,1,8,2,4,14,7,5,0,3,0,4,0
8475220,all,2020,5.4,5.28,7,8,40,16,6,62,26,11,2,29,2,109,15
8475220,5on5,2020,5.16,5.04,7,6,38,15,6,59,23,10,2,28,0,106,11
8475220,4on5,2020,0.17,0.16,0,0,1,1,0,2,1,1,0,0,0,2,4
8475220,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
8475220,all,2019,10.74,10.34,8,5,86,29,18,133,24,11,4,75,9,184,31
8475220,5on5,2019,9.98,9.58,8,5,80,26,15,121,24,11,4,69,7,175,21
8475220,4on5,2019,0.32,0.32,0,0,6,2,1,9,0,0,0,6,1,7,10
8475220,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475220,all,2018,11.08,10.63,6,5,88,34,27,149,18,7,11,81,13,203,30
8475220,5on5,2018,9.79,9.43,3,4,77,32,24,133,14,7,10,70,9,193,23
8475220,4on5,2018,0.34,0.34,1,0,7,2,3,12,1,0,0,7,4,9,6
8475220,5on4,2018,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8475220,all,2017,8.66,8.24,7,8,79,26,20,125,23,8,9,71,9,185,20
8475220,5on5,2017,6.91,6.49,6,8,75,24,20,119,20,6,9,69,8,183,19
8475220,4on5,2017,0.04,0.04,0,0,0,1,0,1,0,0,0,0,0,0,0
8475220,5on4,2017,0.95,0.95,1,0,3,1,0,4,2,1,0,2,1,1,0
8475218,all,2021,9.22,9.03,12,13,145,68,98,311,31,6,13,139,0,79,29
8475218,5on5,2021,5.13,5.05,6,9,114,52,83,249,20,5,10,109,0,65,24
8475218,4on5,2021,0.09,0.08,1,0,4,0,1,5,1,0,0,4,0,13,3
8475218,5on4,2021,0.72,0.69,2,2,17,8,11,36,4,0,2,17,0,0,0
8475218,all,2020,5.47,5.38,9,8,110,56,63,229,23,6,2,104,0,23,17
8475218,5on5,2020,3.12,3.06,5,7,86,47,50,183,17,5,1,81,0,19,11
8475218,4on5,2020,0.1,0.1,1,0,3,1,0,4,1,0,0,3,0,2,4
8475218,5on4,2020,1.08,1.06,1,1,12,3,8,23,2,0,0,12,0,1,0
8475218,all,2019,6.59,6.41,17,8,154,62,81,297,33,8,9,146,0,49,51
8475218,5on5,2019,5.23,5.11,12,5,126,55,73,254,24,7,7,119,0,44,36
8475218,4on5,2019,0.58,0.56,1,0,9,1,0,10,2,1,0,8,0,4,9
8475218,5on4,2019,0.41,0.39,2,2,12,3,6,21,4,0,2,12,0,0,2
8475218,all,2018,7.26,6.88,17,19,146,62,98,306,44,8,11,138,0,68,32
8475218,5on5,2018,4.48,4.27,11,12,115,53,82,250,27,4,8,111,0,59,31
8475218,4on5,2018,0.36,0.33,0,2,4,2,1,7,2,0,1,4,0,5,1
8475218,5on4,2018,1.48,1.46,3,2,16,4,10,30,7,2,0,14,0,2,0
8475218,all,2017,6.54,6.45,16,8,135,59,92,286,34,10,7,125,0,75,38
8475218,5on5,2017,4.02,3.95,9,5,103,46,68,217,18,4,6,99,0,62,26
8475218,4on5,2017,0.15,0.15,0,0,7,0,0,7,1,1,0,6,0,10,9
8475218,5on4,2017,1.8,1.79,6,2,20,8,20,48,13,5,1,15,0,1,1
8475213,all,2020,0.18,0.18,0,0,3,0,1,4,0,0,0,3,3,2,1
8475213,5on5,2020,0.18,0.18,0,0,3,0,1,4,0,0,0,3,2,2,1
8475213,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8475213,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475209,all,2021,0.67,0.61,1,0,4,4,2,10,1,0,0,4,1,9,1
8475209,5on5,2021,0.58,0.52,0,0,4,3,2,9,0,0,0,4,1,9,0
8475209,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475209,5on4,2021,0.09,0.09,1,0,0,1,0,1,1,0,0,0,0,0,1
8475209,all,2020,6.17,6.01,5,4,59,29,16,104,13,4,5,55,6,70,16
8475209,5on5,2020,5.01,4.87,5,4,56,28,15,99,12,3,5,53,5,67,16
8475209,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475209,5on4,2020,0.18,0.17,0,0,1,0,0,1,1,1,0,0,0,1,0
8475209,all,2019,6.59,6.55,5,8,67,27,30,124,21,8,1,59,11,75,21
8475209,5on5,2019,5.88,5.85,5,8,64,26,29,119,21,8,1,56,10,75,19
8475209,4on5,2019,0.11,0.11,0,0,2,0,1,3,0,0,0,2,1,0,2
8475209,5on4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475209,all,2018,16.8,16.12,11,9,136,50,62,248,33,13,11,123,5,137,46
8475209,5on5,2018,11.65,11.19,11,7,114,35,59,208,28,10,10,104,3,124,38
8475209,4on5,2018,0.9,0.89,0,0,8,3,1,12,1,1,1,7,2,9,7
8475209,5on4,2018,3.13,2.95,0,2,12,11,1,24,2,0,0,12,0,3,1
8475209,all,2017,18.26,17.68,15,6,136,58,74,268,35,14,17,122,4,137,26
8475209,5on5,2017,11.66,11.6,12,6,115,47,67,229,28,10,15,105,2,124,23
8475209,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8475209,5on4,2017,4.34,4.27,2,0,12,7,4,23,6,4,1,8,0,3,2
8475208,all,2021,3.9,3.66,4,11,91,44,50,185,18,3,7,88,0,88,34
8475208,5on5,2021,3.43,3.23,4,9,80,44,47,171,16,3,7,77,0,77,28
8475208,4on5,2021,0.39,0.34,0,0,9,0,1,10,0,0,0,9,0,10,4
8475208,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475208,all,2020,2.08,2.08,3,7,50,19,35,104,14,4,4,46,0,63,24
8475208,5on5,2020,2.01,2.01,3,6,48,17,32,97,13,4,4,44,0,55,22
8475208,4on5,2020,0.07,0.07,0,1,2,2,2,6,1,0,0,2,0,6,2
8475208,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475208,all,2019,2.22,2.23,4,3,35,18,27,80,8,1,2,34,0,44,13
8475208,5on5,2019,1.48,1.49,3,2,27,17,22,66,5,0,1,27,0,39,10
8475208,4on5,2019,0.18,0.18,0,0,4,0,0,4,1,1,0,3,0,3,1
8475208,5on4,2019,0.19,0.19,1,0,2,0,2,4,1,0,1,2,0,0,0
8475208,all,2018,4.04,4,3,17,99,57,70,226,23,3,5,96,0,141,39
8475208,5on5,2018,3.27,3.25,3,13,89,56,64,209,19,3,4,86,0,121,33
8475208,4on5,2018,0.01,0.01,0,4,5,0,4,9,4,0,0,5,0,13,6
8475208,5on4,2018,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
8475208,all,2017,4.1,4.03,7,6,102,40,71,213,18,5,6,97,0,101,35
8475208,5on5,2017,3.33,3.27,6,5,90,36,67,193,16,5,6,85,0,85,25
8475208,4on5,2017,0.11,0.11,0,0,4,0,1,5,0,0,0,4,0,13,4
8475208,5on4,2017,0.06,0.06,0,0,1,1,1,3,0,0,0,1,0,0,0
8475206,all,2018,0.04,0.04,1,0,3,0,5,8,1,0,1,3,0,2,0
8475206,5on5,2018,0.04,0.04,1,0,3,0,5,8,1,0,1,3,0,2,0
8475206,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475206,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475204,all,2020,0.25,0.25,0,0,2,0,0,2,0,0,0,2,0,0,0
8475204,5on5,2020,0.25,0.25,0,0,2,0,0,2,0,0,0,2,0,0,0
8475204,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475204,5on4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475204,all,2019,2.84,2.71,1,1,24,13,16,53,2,0,2,24,6,16,8
8475204,5on5,2019,1.87,1.86,1,1,15,11,14,40,2,0,2,15,2,14,8
8475204,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475204,5on4,2019,0.97,0.86,0,0,9,2,2,13,0,0,0,9,3,2,0
8475204,all,2018,9.7,9.27,4,2,82,31,30,143,18,12,4,70,15,29,14
8475204,5on5,2018,7.05,6.79,3,0,62,22,21,105,11,8,4,54,13,28,12
8475204,4on5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475204,5on4,2018,2.54,2.4,0,1,17,9,7,33,5,4,0,13,2,1,0
8475204,all,2017,0.5,0.53,0,0,11,3,1,15,3,3,1,8,1,2,2
8475204,5on5,2017,0.4,0.43,0,0,8,1,1,10,3,3,0,5,0,2,2
8475204,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475204,5on4,2017,0.01,0.01,0,0,1,1,0,2,0,0,1,1,0,0,0
8475200,all,2021,7.39,7.3,14,9,127,47,64,238,35,12,11,115,0,124,37
8475200,5on5,2021,4.34,4.31,12,5,109,42,58,209,26,9,11,100,0,112,36
8475200,4on5,2021,0.04,0.04,0,0,1,0,0,1,0,0,0,1,0,3,0
8475200,5on4,2021,2.58,2.56,1,1,10,4,4,18,4,2,0,8,0,5,1
8475200,all,2020,4.1,3.96,6,8,83,35,46,164,22,8,1,75,0,87,30
8475200,5on5,2020,2.74,2.74,4,6,71,32,44,147,17,7,1,64,0,82,29
8475200,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
8475200,5on4,2020,1.05,0.91,2,0,8,2,1,11,2,0,0,8,0,0,0
8475200,all,2019,5.43,5.34,15,9,105,52,67,224,28,4,6,101,0,106,49
8475200,5on5,2019,3.65,3.58,10,6,84,41,54,179,18,2,6,82,0,90,38
8475200,4on5,2019,0.18,0.18,0,0,2,1,1,4,0,0,0,2,0,6,3
8475200,5on4,2019,0.6,0.59,3,1,6,3,9,18,5,1,0,5,0,1,3
8475200,all,2018,5.33,5.27,11,14,101,49,82,232,28,3,6,98,0,137,53
8475200,5on5,2018,3.74,3.74,10,12,86,42,73,201,25,3,6,83,0,127,47
8475200,4on5,2018,0.07,0.07,0,0,6,0,0,6,0,0,0,6,0,3,2
8475200,5on4,2018,0.64,0.64,1,0,2,2,5,9,1,0,0,2,0,0,1
8475200,all,2017,5.81,5.42,6,15,125,42,76,243,31,10,7,115,0,128,54
8475200,5on5,2017,4.52,4.46,3,11,101,39,66,206,24,10,6,91,0,115,48
8475200,4on5,2017,0.01,0.01,0,0,3,0,0,3,0,0,0,3,0,8,4
8475200,5on4,2017,1.07,0.74,1,3,18,2,7,27,4,0,1,18,0,0,0
8475197,all,2021,6.11,5.88,17,17,149,51,97,297,41,7,9,142,0,27,14
8475197,5on5,2021,3.29,3.16,8,5,110,35,75,220,17,4,8,106,0,27,11
8475197,4on5,2021,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2
8475197,5on4,2021,2.16,2.1,7,10,34,11,20,65,19,2,0,32,0,0,1
8475197,all,2020,8.33,7.88,13,27,146,46,99,291,48,8,4,138,0,26,16
8475197,5on5,2020,4.93,4.92,5,13,118,34,73,225,22,4,3,114,0,26,13
8475197,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8475197,5on4,2020,2.84,2.43,8,10,22,8,22,52,22,4,1,18,0,0,2
8475197,all,2019,7.94,7.84,16,18,169,65,139,373,39,5,9,164,0,47,16
8475197,5on5,2019,5.16,5.12,11,10,141,52,110,303,25,4,5,137,0,44,15
8475197,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475197,5on4,2019,1.63,1.62,4,7,16,7,16,39,12,1,2,15,0,2,1
8475197,all,2018,10.88,10.43,27,16,218,81,143,442,58,15,20,203,0,48,28
8475197,5on5,2018,7.48,7.32,10,7,167,64,92,323,29,12,16,155,0,44,26
8475197,4on5,2018,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8475197,5on4,2018,1.73,1.66,13,7,34,11,36,81,22,2,4,32,0,2,0
8475197,all,2017,9.05,8.93,24,19,178,68,150,396,57,14,13,164,0,40,20
8475197,5on5,2017,5.16,5.19,12,6,118,56,102,276,23,5,8,113,0,36,16
8475197,4on5,2017,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8475197,5on4,2017,2.42,2.34,10,11,42,8,30,80,26,5,5,37,0,4,2
8475193,all,2021,16.53,15.81,8,7,132,59,53,244,30,15,8,117,19,75,27
8475193,5on5,2021,13.96,13.3,5,6,113,50,41,204,23,12,7,101,13,70,24
8475193,4on5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475193,5on4,2021,1.42,1.38,2,1,16,6,9,31,5,2,1,14,5,3,2
8475193,all,2020,10.18,9.93,12,8,82,23,36,141,30,10,8,72,12,63,16
8475193,5on5,2020,7.88,7.71,8,6,68,15,26,109,21,7,8,61,11,61,15
8475193,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475193,5on4,2020,1.41,1.39,3,2,12,5,10,27,7,2,0,10,1,1,0
8475193,all,2019,18.08,17.83,19,21,161,48,54,263,61,21,13,140,9,79,31
8475193,5on5,2019,10.7,10.47,15,15,124,38,38,200,41,11,11,113,8,70,28
8475193,4on5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475193,5on4,2019,5.5,5.48,2,4,26,9,12,47,13,7,2,19,0,4,3
8475193,all,2018,21.89,21.78,21,12,196,67,78,341,58,25,16,171,10,77,52
8475193,5on5,2018,15.17,15.17,18,10,145,55,56,256,48,20,13,125,9,74,46
8475193,4on5,2018,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8475193,5on4,2018,4.75,4.64,3,1,41,9,13,63,8,4,3,37,0,3,4
8475193,all,2017,16.48,16.04,5,9,173,75,67,315,34,20,10,153,2,67,45
8475193,5on5,2017,10.31,10.01,4,5,117,53,47,217,18,9,5,108,2,67,40
8475193,4on5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475193,5on4,2017,4.65,4.52,1,3,41,20,17,78,13,9,4,32,0,0,3
8475191,all,2021,18.73,17.79,13,9,150,49,51,250,38,16,11,134,4,55,29
8475191,5on5,2021,10.61,10.24,9,7,103,38,38,179,27,11,8,92,1,45,22
8475191,4on5,2021,1.1,1.09,2,0,10,1,1,12,4,2,0,8,2,6,4
8475191,5on4,2021,3.67,3.5,2,2,28,5,8,41,6,2,2,26,1,3,0
8475191,all,2020,15.51,15.24,8,3,124,45,42,211,25,14,14,110,0,46,21
8475191,5on5,2020,9.2,9.13,5,3,79,31,30,140,15,7,8,72,0,37,17
8475191,4on5,2020,0.7,0.7,0,0,5,1,2,8,1,1,1,4,0,2,4
8475191,5on4,2020,3.51,3.31,1,0,32,11,4,47,4,3,4,29,0,4,0
8475191,all,2019,22.19,21.22,15,12,169,59,38,266,54,27,16,142,3,55,58
8475191,5on5,2019,13.33,12.77,12,8,128,37,32,197,37,17,15,111,1,45,46
8475191,4on5,2019,1.21,1.21,1,1,10,5,0,15,4,2,0,8,1,6,9
8475191,5on4,2019,3.95,3.77,1,1,22,10,4,36,5,3,1,19,0,0,0
8475191,all,2018,22.93,22.25,22,12,178,61,63,302,53,19,5,159,5,39,67
8475191,5on5,2018,14.65,14.42,12,7,128,43,46,217,32,13,3,115,2,29,45
8475191,4on5,2018,1.62,1.61,2,1,11,6,1,18,4,1,0,10,2,4,16
8475191,5on4,2018,4.8,4.51,7,3,30,9,7,46,13,3,2,27,0,3,5
8475191,all,2017,18.6,18.11,23,15,162,57,58,277,60,22,12,140,4,40,54
8475191,5on5,2017,11,10.89,15,10,111,38,39,188,36,11,5,100,0,29,37
8475191,4on5,2017,1.11,1.08,1,0,7,5,2,14,2,1,0,6,2,6,11
8475191,5on4,2017,4.22,3.88,2,4,35,10,16,61,13,7,6,28,0,4,3
8475188,all,2021,3.61,3.56,5,10,85,48,62,195,18,3,6,82,0,154,37
8475188,5on5,2021,3.15,3.1,4,9,81,48,60,189,14,1,6,80,0,138,35
8475188,4on5,2021,0.05,0.05,0,0,2,0,0,2,0,0,0,2,0,13,2
8475188,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475188,all,2020,1.87,1.87,1,5,39,25,44,108,8,2,2,37,0,98,8
8475188,5on5,2020,1.84,1.83,1,5,38,25,41,104,8,2,2,36,0,91,7
8475188,4on5,2020,0.03,0.03,0,0,1,0,0,1,0,0,0,1,0,5,1
8475188,5on4,2020,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
8475188,all,2019,4.42,4.18,4,3,74,46,56,176,9,2,6,72,0,201,32
8475188,5on5,2019,2.61,2.51,4,3,65,43,54,162,8,1,4,64,0,163,27
8475188,4on5,2019,0.21,0.21,0,0,6,1,1,8,1,1,0,5,0,29,4
8475188,5on4,2019,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8475188,all,2018,3.73,3.64,7,5,84,32,68,184,16,4,7,80,0,200,37
8475188,5on5,2018,2.47,2.38,7,4,74,31,67,172,14,3,7,71,0,185,30
8475188,4on5,2018,0.39,0.38,0,0,8,1,0,9,0,0,0,8,0,11,7
8475188,5on4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475188,all,2017,3.04,2.99,2,8,88,35,70,193,15,5,4,83,0,225,30
8475188,5on5,2017,2.82,2.81,2,6,80,33,66,179,13,5,4,75,0,200,25
8475188,4on5,2017,0.13,0.13,0,0,7,2,1,10,0,0,0,7,0,23,4
8475188,5on4,2017,0.09,0.05,0,0,1,0,1,2,0,0,0,1,0,0,0
8475186,all,2021,0.23,0.23,1,0,7,3,5,15,1,0,1,7,0,9,2
8475186,5on5,2021,0.17,0.16,0,0,6,3,5,14,0,0,0,6,0,8,2
8475186,4on5,2021,0.06,0.06,1,0,1,0,0,1,1,0,1,1,0,0,0
8475186,5on4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475186,all,2020,0.15,0.14,2,0,8,2,5,15,2,0,0,8,0,9,0
8475186,5on5,2020,0.1,0.09,1,0,6,1,4,11,1,0,0,6,0,7,0
8475186,4on5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8475186,5on4,2020,0.05,0.05,1,0,2,1,1,4,1,0,0,2,0,0,0
8475186,all,2019,1.24,1.24,1,0,33,12,23,68,3,2,1,31,0,36,2
8475186,5on5,2019,1.21,1.21,1,0,31,12,20,63,3,2,1,29,0,31,0
8475186,4on5,2019,0.03,0.03,0,0,2,0,0,2,0,0,0,2,0,5,1
8475186,5on4,2019,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8475186,all,2018,4.37,4.28,4,5,97,29,59,185,13,4,1,93,0,77,10
8475186,5on5,2018,2.72,2.68,4,4,88,22,54,164,9,1,1,87,0,71,9
8475186,4on5,2018,0,0,0,0,3,0,1,4,0,0,0,3,0,4,0
8475186,5on4,2018,1.31,1.27,0,1,3,6,3,12,2,1,0,2,0,1,0
8475186,all,2017,5.09,5,5,6,141,56,68,265,18,7,10,134,0,135,17
